"CLAVE SITIO","SITIO","ORGANISMO _DE_CUENCA","ESTADO","MUNICIPIO","ACUIFERO","SUBTIPO","LONGITUD","LATITUD","PERIODO","ALC_mg/L","CALIDAD_ALC","CONDUCT_mS/cm","CALIDAD_CONDUC","SDT_mg/L","CALIDAD_SDT_ra","CALIDAD_SDT_salin","FLUORUROS_mg/L","CALIDAD_FLUO","DUR_mg/L","CALIDAD_DUR","COLI_FEC_NMP/100_mL","CALIDAD_COLI_FEC","N_NO3_mg/L","CALIDAD_N_NO3","AS_TOT_mg/L","CALIDAD_AS","CD_TOT_mg/L","CALIDAD_CD","CR_TOT_mg/L","CALIDAD_CR","HG_TOT_mg/L","CALIDAD_HG","PB_TOT_mg/L","CALIDAD_PB","MN_TOT_mg/L","CALIDAD_MN","FE_TOT_mg/L","CALIDAD_FE","SEMÁFORO","CONTAMINANTES"
"DLCOL605M1","POZO NO. 13 SAN RAFAEL","LERMA SANTIAGO PACÍFICO","COLIMA","TECOMÁN","ARMERIA-TECOMAN-PERIQUILLOS","POZO","-103.82841","18.78657","2012-2024","200.3525","Alta","800","Permisible para riego","633","Cultivos sensibles","Potable - Dulce","0.297","Baja","330.7338","Potable - Dura","11.52255293","Buena calidad","0.13185","Potable - Excelente","0.00205","Potable - Excelente","<0.001301","Potable - Excelente","0.0013875","Potable - Excelente","0.000180122","Potable - Excelente","0.00417625","Potable - Excelente","0.031447","Potable - Excelente","0.137098","Potable - Excelente","VERDE",""
"DLCOL606M1","POZO DE AGUA POTABLE NO. 1094 MARABASCO","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","MARABASCO","POZO","-104.52775","19.22969","2012-2024","50.025","Baja","285","Buena para riego","224.44","Excelente para riego","Potable - Dulce","0.1197","Baja","63.22","Potable - Moderadamente suave","51.43805331","Buena calidad","5.614","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.0005999","Potable - Excelente","<0.00154","Potable - Excelente","0.002435","Potable - Excelente","0.093945","Potable - Excelente","VERDE",""
"DLCOL607M1","POZO ASOCIACION DE USUARIOS POZO 3","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","EL COLOMO","POZO","-104.23293","19.03872","2012-2024","383.865","Alta","948","Permisible para riego","808","Cultivos sensibles","Potable - Dulce","0.2184","Baja","460.9248","Potable - Dura","112.7566159","Buena calidad","5.7939","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000212267","Potable - Excelente","<0.00154","Potable - Excelente","0.036167778","Potable - Excelente","0.230891111","Potable - Excelente","VERDE",""
"DLCOL608","POZO NO. 1125 JAVIER PARRA GODINEZ","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","EL COLOMO","POZO","-104.205807","19.03032","2012-2024","171.315","Alta","446","Buena para riego","280","Excelente para riego","Potable - Dulce","0.1627","Baja","165.9922","Potable - Dura","14.91074661","Buena calidad","1.4469485","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.00018704","Potable - Excelente","<0.00154","Potable - Excelente","0.031502","Potable - Excelente","0.11047","Potable - Excelente","VERDE",""
"DLCOL614","POZO 147 EJIDO SALAGUA","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","EL COLOMO","POZO","-104.322361","19.127083","2012-2024","208.43","Alta","448.5","Buena para riego","568","Cultivos sensibles","Potable - Dulce","0.221868","Baja","357.81","Potable - Dura","8.354359369","Buena calidad","4.4809","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.0001692","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.03648","Potable - Excelente","VERDE",""
"DLCOL615","POZO 129 EJIDO SALAGUA (FRAHOPA)","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","SANTIAGO-SALAGUA","POZO","-104.3391","19.12627","2012-2024","193.64","Alta","675.165","Buena para riego","517","Cultivos sensibles","Potable - Dulce","0.2777","Baja","303.264","Potable - Dura","31.93211352","Buena calidad","4.341138","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.00054904","Potable - Excelente","<0.00154","Potable - Excelente","0.000545455","Potable - Excelente","0.024270909","Potable - Excelente","VERDE",""
"DLCOL616","POZO 123 EJ. ABELARDO L. RODRIGUEZ","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","EL COLOMO","POZO","-104.20765","19.07993","2012-2024","270.27","Alta","642","Buena para riego","502","Cultivos sensibles","Potable - Dulce","0.2854","Baja","334.3181","Potable - Dura","96.76758381","Buena calidad","1.006309","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000200975","Potable - Excelente","<0.00154","Potable - Excelente","0.010138","Potable - Excelente","0.6154","Sin efectos en la salud - Puede dar color al agua","AMARILLO","FE, "
"DLCOL617M1","POZO 2030 V. CARRANZA GRUPO EL PROGRESO","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","VENUSTIANO CARRANZA","POZO","-104.06404","19.02152","2012-2024","139.065","Media","486","Buena para riego","311.36","Excelente para riego","Potable - Dulce","0.23735","Baja","157.7621","Potable - Dura","61.72679196","Buena calidad","4.544107","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.0005825","Potable - Excelente","0.0317375","Potable - Excelente","VERDE",""
"DLCOL618","POZO NO. 1394 A.P. VENUSTIANO CARRANZA","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","VENUSTIANO CARRANZA","POZO","-104.10233","19.0126","2012-2024","123.11","Media","807.5","Permisible para riego","602.4","Cultivos sensibles","Potable - Dulce","0.143","Baja","274.8801","Potable - Dura","7.970100189","Buena calidad","5.3007055","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301048","Potable - Excelente","<0.0012","Potable - Excelente","0.000183039","Potable - Excelente","<0.00154","Potable - Excelente","0.000653636","Potable - Excelente","0.028255455","Potable - Excelente","VERDE",""
"DLCOL619","POZO NO. 389 RANCHO EL NUEVO PORVENIR","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","VENUSTIANO CARRANZA","POZO","-104.0719444","18.99925","2012-2024","174.72","Alta","1112","Permisible para riego","700","Cultivos sensibles","Potable - Dulce","0.212597","Baja","361.623","Potable - Dura","12.40239856","Buena calidad","10.8091","Potable - Buena calidad","0.00789","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000214344","Potable - Excelente","<0.00154","Potable - Excelente","0.002247","Potable - Excelente","0.101691","Potable - Excelente","VERDE",""
"DLCOL620M1","POZO NO. 780, UNIDAD DEPORTIVA SUR","LERMA SANTIAGO PACÍFICO","COLIMA","IXTLAHUACÁN","VALLE DE IXTLAHUACAN","POZO","-103.73567","18.99686","2012-2024","321.18","Alta","1035","Permisible para riego","688","Cultivos sensibles","Potable - Dulce","0.457467","Media","434.2369","Potable - Dura","10.27832046","Buena calidad","10.0126935","Potable - Buena calidad","0.001975","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000194489","Potable - Excelente","<0.00154","Potable - Excelente","0.000562","Potable - Excelente","0.045806","Potable - Excelente","VERDE",""
"DLCOL621","POZO NO. 1432, CAPDAM","LERMA SANTIAGO PACÍFICO","COLIMA","ARMERÍA","VENUSTIANO CARRANZA","POZO","-104.05985","18.98215","2012-2024","239.85","Alta","1290","Permisible para riego","920","Cultivos sensibles","Potable - Dulce","0.2951","Baja","436.8462","Potable - Dura","101.0160039","Buena calidad","6.181295","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.001644444","Potable - Excelente","0.000219944","Potable - Excelente","<0.00154","Potable - Excelente","0.001685","Potable - Excelente","0.058596","Potable - Excelente","VERDE",""
"DLCOL623","MANANTIAL LA TOMA","LERMA SANTIAGO PACÍFICO","COLIMA","IXTLAHUACÁN","LLE DE IXTLAHUACAN","ARROYO","-103.705789","18.9882","2012-2024","","","1407","Permisible para riego","900.48","Cultivos sensibles","Potable - Dulce","","","422","Potable - Dura","4250.12192","Contaminada","1.426492","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0021","Potable - Excelente","0.000206694","Potable - Excelente","<0.00154","Potable - Excelente","","","","","ROJO","CF, "
"DLCOL623W1","MANANTIAL LA TOMA","LERMA SANTIAGO PACÍFICO","COLIMA","IXTLAHUACÁN","VALLE DE IXTLAHUACAN","MANANTIAL","-103.70785","18.99035","2012-2024","293.34","Alta","1386","Permisible para riego","867.1","Cultivos sensibles","Potable - Dulce","0.330396","Baja","400.7124","Potable - Dura","3473.796945","Contaminada","2.10893","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000187533","Potable - Excelente","<0.00154","Potable - Excelente","0.008615","Potable - Excelente","0.049825","Potable - Excelente","ROJO","CF, "
"DLCOL631M1","POZO NO. 692 TAPEIXTLES, CAPDAM.","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","JALIPA-TAPEIXTLES","POZO","-104.281611","19.092","2012-2024","148.5","Media","673","Buena para riego","486","Excelente para riego","Potable - Dulce","0.1686","Baja","277.1767","Potable - Dura","72.65973453","Buena calidad","5.538695","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.005736","Potable - Excelente","VERDE",""
"DLDUR0028","POZO CONTRERAS","PACÍFICO NORTE","DURANGO","DURANGO","VALLE DEL GUADIANA","POZO","-104.55465","24.0391","2012-2024","182.5","Alta","474","Buena para riego","","","","4.9","Alta","111.4","Potable - Moderadamente suave","","","","","","","","","","","","","","","","","","","ROJO","FLUO, "
"DLDUR0028RNL","POZO CONTRERAS","PACÍFICO NORTE","DURANGO","DURANGO","ACUIFERO VALLE DEL GUADIANA","POZO","-104.55465","24.0391","2012-2024","187.947","Alta","433.667","Buena para riego","","","","4.49","Alta","114","Potable - Moderadamente suave","","","","","","","","","","","","","","","","","","","ROJO","FLUO, "
"DLDUR0029","POZO 5 DE FEBRERO","PACÍFICO NORTE","DURANGO","DURANGO","VALLE DEL GUADIANA","POZO","-104.5049","24.07895","2012-2024","209.6","Alta","577","Buena para riego","","","","10.5","Alta","38.5","Potable - Suave","","","","","","","","","","","","","","","","","","","ROJO","FLUO, "
"DLDUR0029RNL","POZO 5 DE FEBRERO","PACÍFICO NORTE","DURANGO","DURANGO","ACUIFERO VALLE DEL GUADIANA","POZO","-104.5049","24.07895","2012-2024","250.596","Alta","554.6667","Buena para riego","","","","9.6433","Alta","42","Potable - Suave","","","","","","","","","","","","","","","","","","","ROJO","FLUO, "
"DLDUR0030RNL","POZO EL ARENAL","PACÍFICO NORTE","DURANGO","DURANGO","VALLE DEL GUADIANA","POZO","-104.43322","24.06186","2012-2024","206.5","Alta","374","Buena para riego","","","","6.5","Alta","72.9","Potable - Moderadamente suave","","","","","","","","","","","","","","","","","","","ROJO","FLUO, "
"DLDUR0034RNL","POZO RICARDO FLORES MAGON","PACÍFICO NORTE","DURANGO","CANATLAN","ACUIFERO VALLE DE CANATLAN","POZO","-104.555133","24.466097","2012-2024","137.781","Media","255.666","Buena para riego","220","Excelente para riego","Potable - Dulce","1.2167","Potable - Óptima","77.4902","Potable - Moderadamente suave","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0035RNL","POZO VENUSTIANO CARRANZA","PACÍFICO NORTE","DURANGO","CANATLAN","ACUIFERO VALLE DE CANATLAN","POZO","-104.626842","24.47147","2012-2024","200.502","Alta","405.667","Buena para riego","292","Excelente para riego","Potable - Dulce","7.723","Alta","188.7582","Potable - Dura","","","","","","","","","","","","","","","","","","","ROJO","FLUO, "
"DLDUR0036RNL","POZO SANTA LUCIA","PACÍFICO NORTE","DURANGO","CANATLAN","ACUIFERO VALLE DE CANATLAN","POZO","-104.71018","24.4546","2012-2024","125.559","Media","253.165","Buena para riego","","","","1.5867","Alta","84.37585","Potable - Moderadamente suave","","","","","","","","","","","","","","","","","","","ROJO","FLUO, "
"DLDUR0037RNL","POZO SAN JOSE DE GRACIA","PACÍFICO NORTE","DURANGO","CANATLAN","ACUIFERO VALLE DE CANATLAN","POZO","-104.74338","24.47892","2012-2024","83.359","Media","153","Excelente para riego","","","","0.591","Media","49.79015","Potable - Suave","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0038RNL","POZO CHINACATES","PACÍFICO NORTE","DURANGO","SANTIAGO PAPASQUIARO","ACUIFERO VALLE DE SANTIAGUILLO","POZO","-105.21103","25.01866","2012-2024","213.2785","Alta","330","Buena para riego","272","Excelente para riego","Potable - Dulce","1.3067","Potable - Óptima","158.0612","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0040RNL","POZO ESFUERZOS UNIDOS","PACÍFICO NORTE","DURANGO","NUEVO IDEAL","ACUIFERO VALLE DE SANTIAGUILLO","POZO","-104.988118","24.823478","2012-2024","199.445","Alta","333.665","Buena para riego","","","","0.78","Potable - Óptima","146.45","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0041RNL","POZO GUATIMAPE","PACÍFICO NORTE","DURANGO","NUEVO IDEAL","ACUIFERO VALLE DE SANTIAGUILLO","POZO","-104.92193","24.807475","2012-2024","83.748","Media","165.2335","Excelente para riego","","","","0.31","Baja","45.1","Potable - Suave","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0044RNL","MANANTIAL FELIPE CARRILLO PUERTO","PACÍFICO NORTE","DURANGO","GUADALUPE VICTORIA","ACUIFERO MADERO-VICTORIA","POZO","-103.984444","24.298194","2012-2024","227.4285","Alta","438.8335","Buena para riego","308","Excelente para riego","Potable - Dulce","0.4767","Media","146.32925","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0045RNL","POZO FRANCISCO ZARCO","PACÍFICO NORTE","DURANGO","VICENTE GUERRERO","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-104.044266","24.206","2012-2024","211.8085","Alta","376.5","Buena para riego","288","Excelente para riego","Potable - Dulce","0.2085","Baja","173.38365","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0048RNL","POZO ORIZABA","PACÍFICO NORTE","DURANGO","POANAS","ACUIFERO VICENTE GUERERO-POANAS","POZO","-104.07915","23.9567","2012-2024","254.235","Alta","514.33","Buena para riego","360","Excelente para riego","Potable - Dulce","0.4473","Media","202.7211","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0049RNL","POZO NARCISO MENDOZA","PACÍFICO NORTE","DURANGO","POANAS","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-103.9632","24.01845","2012-2024","197.528","Alta","375","Buena para riego","284","Excelente para riego","Potable - Dulce","0.4767","Media","152.0408","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0050RNL","POZO  LA OCHOA","PACÍFICO NORTE","DURANGO","POANAS","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-103.914444","24.021111","2012-2024","117.194","Media","","","180","Excelente para riego","Potable - Dulce","0.5425","Media","87.1701","Potable - Moderadamente suave","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0052RNL","POZO SANTA CRUZ DE GUADALUPE","PACÍFICO NORTE","DURANGO","NOMBRE DE DIOS","VICENTE GUERRERO- POANAS","POZO","-104.176908","23.847392","2012-2024","163.956","Alta","438.8335","Buena para riego","336","Excelente para riego","Potable - Dulce","0.06","Baja","162.15","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0053RNL","POZO ROJAS","PACÍFICO NORTE","DURANGO","NOMBRE DE DIOS","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-104.061675","23.852313","2012-2024","186.9695","Alta","472.83335","Buena para riego","","","","0.8723","Potable - Óptima","181.06175","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0054RNL","POZO LA JOYA","PACÍFICO NORTE","DURANGO","POANAS","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-103.994715","23.837495","2012-2024","189.021","Alta","405","Buena para riego","","","","0.512","Media","148.51635","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0055RNL","POZO GABRIEL HERNANDEZ","PACÍFICO NORTE","DURANGO","NOMBRE DE DIOS","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-104.026794","23.807585","2012-2024","177.039","Alta","370.5","Buena para riego","","","","0.841","Potable - Óptima","106.8036","Potable - Moderadamente suave","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0056RNL","POZO FRANCISCO MURGUIA","PACÍFICO NORTE","DURANGO","NOMBRE DE DIOS","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-104.095415","23.80375","2012-2024","276.198","Alta","701.333","Buena para riego","","","","0.3247","Baja","176.8366","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0057RNL","POZO GRACEROS","PACÍFICO NORTE","DURANGO","VICENTE GUERRERO","ACUIFERO VICENTE GUERRERO- POANAS","POZO","-104.04244","23.73693","2012-2024","176.5665","Alta","337.665","Buena para riego","232","Excelente para riego","Potable - Dulce","0.2257","Baja","122.5","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0058RNL","POZO SAN FCO. JAVIER","PACÍFICO NORTE","DURANGO","VICENTE GUERRERO","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-104.03237","23.72252","2012-2024","175.1735","Alta","374.5","Buena para riego","224","Excelente para riego","Potable - Dulce","0.1503","Baja","132","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0059RNL","POZO 7 VICENTE GUERRERO","PACÍFICO NORTE","DURANGO","VICENTE GUERRERO","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-103.96958","23.72098","2012-2024","189.652","Alta","333.33","Buena para riego","260","Excelente para riego","Potable - Dulce","0.9487","Potable - Óptima","143.932","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
"DLDUR0060RNL","POZO 5  VICENTE GUERRERO","PACÍFICO NORTE","DURANGO","VICENTE GUERRERO","ACUIFERO VICENTE GUERRERO-POANAS","POZO","-103.98428","23.74405","2012-2024","227.996","Alta","445.667","Buena para riego","380","Excelente para riego","Potable - Dulce","0.55","Media","249.3469","Potable - Dura","","","","","","","","","","","","","","","","","","","VERDE",""
